,duration,orig_bytes,resp_bytes,missed_bytes,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes
21719,3.138522,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21722,3.106211,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21723,3.08227,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21725,3.114763,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21726,3.080779,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21727,3.157963,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21728,3.111505,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21729,3.13169,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21731,0.372537,0.0,0.0,0.0,1.0,40.0,1.0,40.0
21733,3.129487,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21735,0.001248,80.0,168.0,0.0,2.0,136.0,2.0,224.0
21737,1.076885,67.0,233.0,0.0,7.0,439.0,6.0,553.0
21738,3.148967,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21739,0.01062,40.0,56.0,0.0,1.0,68.0,1.0,84.0
21740,3.103271,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21741,0.000481,36.0,68.0,0.0,1.0,64.0,1.0,96.0
21743,3.156688,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21744,3.151437,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21746,3.14599,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21748,3.157754,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21753,3.123956,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21754,3.082727,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21756,0.004247,48.0,48.0,0.0,1.0,76.0,1.0,76.0
21757,3.080531,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21759,3.082985,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21760,0.004741,48.0,48.0,0.0,1.0,76.0,1.0,76.0
21761,3.10026,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21763,3.114735,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21765,3.103494,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21770,0.02748,160.0,232.0,0.0,2.0,216.0,2.0,288.0
21771,3.138722,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21772,3.117226,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21775,3.136261,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21776,3.151959,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21778,3.100481,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21779,3.097994,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21781,3.124754,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21783,3.157174,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21784,0.072455,48.0,48.0,0.0,1.0,76.0,1.0,76.0
21787,171.31469099999998,6900.0,0.0,0.0,23.0,7544.0,0.0,0.0
21790,3.113278,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21791,0.015241,48.0,48.0,0.0,1.0,76.0,1.0,76.0
21795,0.011296,40.0,56.0,0.0,1.0,68.0,1.0,84.0
21797,0.284587,0.0,0.0,0.0,1.0,40.0,1.0,40.0
21798,3.133237,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21799,3.134025,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21800,0.162915,0.0,0.0,0.0,2.0,80.0,2.0,80.0
21802,3.088463,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21806,3.105959,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21807,3.146193,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21810,3.109505,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21815,3.157721,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21816,3.139711,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21817,0.027484,48.0,48.0,0.0,1.0,76.0,1.0,76.0
21819,3.145202,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21823,0.024474,47.0,111.0,0.0,1.0,75.0,1.0,139.0
21827,3.086774,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21830,0.171906,48.0,48.0,0.0,1.0,76.0,1.0,76.0
21832,3.121486,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21837,3.126708,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21838,3.100247,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21842,3.111949,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21843,3.150743,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21852,3.142691,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21853,3.129494,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21855,3.136446,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21856,3.152951,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21857,3.160209,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21861,3.146727,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21866,0.015235,45.0,45.0,0.0,1.0,73.0,1.0,73.0
21868,32.028255,636.0,0.0,0.0,6.0,804.0,0.0,0.0
21870,3.085509,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21871,3.146931,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21874,3.129712,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21875,211.76642,1088.0,0.0,0.0,11.0,1396.0,0.0,0.0
21878,3.116016,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21880,3.08522,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21881,3.137732,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21883,3.133224,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21887,3.138191,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21888,3.118211,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21890,3.135505,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21891,3.08923,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21897,3.11127,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21898,3.854194,876.0,0.0,0.0,6.0,1164.0,0.0,0.0
21900,3.092122,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21901,3.140991,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21902,3.129763,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21906,82.993556,636.0,0.0,0.0,6.0,804.0,0.0,0.0
21907,0.036743,45.0,45.0,0.0,1.0,73.0,1.0,73.0
21909,0.002495,96.0,96.0,0.0,2.0,152.0,2.0,152.0
21910,21.008037,212.0,0.0,0.0,2.0,268.0,0.0,0.0
21914,3.090003,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21915,3.142669,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21917,3.119958,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21919,3.095005,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21920,3.095502,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21925,0.21413,0.0,0.0,0.0,2.0,80.0,2.0,80.0
21926,3.150462,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21927,0.005238,48.0,48.0,0.0,1.0,76.0,1.0,76.0
21928,3.098769,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21929,3.099952,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21932,3.099477,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21936,3.096,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21937,3.13328,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21939,3.138694,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21941,3.096677,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21942,3.106504,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21943,3.130932,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21944,0.114934,1847.0,791.0,0.0,6.0,2099.0,6.0,1035.0
21947,3.108496,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21950,245.988358,673.0,336516351.0,0.0,123657.0,6527241.0,239484.0,349618679.0
21951,3.120249,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21956,0.00525,96.0,96.0,0.0,2.0,152.0,2.0,152.0
21957,0.004903,40.0,56.0,0.0,1.0,68.0,1.0,84.0
21958,3.091208,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21959,3.111733,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21961,1.10212,67.0,233.0,0.0,7.0,439.0,6.0,553.0
21963,3.095742,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21964,3.133751,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21965,1.085646,0.0,0.0,0.0,4.0,160.0,2.0,80.0
21967,3.117738,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21971,3.14049,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21972,1.299257,0.0,0.0,0.0,2.0,80.0,2.0,80.0
21975,3.111506,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21979,3.10944,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21982,3.088466,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21987,0.353039,157.0,371.0,0.0,4.0,337.0,4.0,539.0
21988,3.13424,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21992,3.130223,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21994,3.094958,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21995,3.129195,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21996,3.153714,0.0,0.0,0.0,3.0,180.0,0.0,0.0
21998,3.081277,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22000,3.123511,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22003,3.147221,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22004,3.11246,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22009,3.157938,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22010,0.013053,40.0,56.0,0.0,1.0,68.0,1.0,84.0
22013,3.116265,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22014,3.101281,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22022,3.156231,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22023,3.131499,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22024,3.109225,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22027,3.085461,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22029,3.086803,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22030,3.152738,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22032,0.003998,96.0,96.0,0.0,2.0,152.0,2.0,152.0
22035,3.145491,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22037,3.088967,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22038,0.007744,80.0,168.0,0.0,2.0,136.0,2.0,224.0
22040,68.076754,240.0,0.0,0.0,3.0,324.0,0.0,0.0
22044,3.156421,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22047,3.09897,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22050,3.082255,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22051,3.100004,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22052,3.114767,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22053,3.107007,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22054,0.306824,103.0,289.0,0.0,1.0,131.0,1.0,317.0
22057,3.092998,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22058,3.093739,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22064,3.086479,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22065,3.094021,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22066,3.132743,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22067,3.122173,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22068,0.01624,29.0,45.0,0.0,1.0,57.0,1.0,73.0
22069,3.094974,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22071,3.14698,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22072,3.139236,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22076,3.106282,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22077,3.12649,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22078,3.135467,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22079,3.148697,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22080,3.100704,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22081,3.146677,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22082,3.129019,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22084,3.092495,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22085,3.101727,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22091,3.156507,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22095,3.103773,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22099,3.104518,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22100,3.148474,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22105,0.0005,41.0,41.0,0.0,1.0,69.0,1.0,69.0
22106,0.486957,0.0,0.0,0.0,1.0,40.0,1.0,40.0
22107,3.156966,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22108,3.123259,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22111,0.015593,560.0,560.0,0.0,10.0,840.0,10.0,840.0
22112,3.080271,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22113,3.13825,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22115,3.105218,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22116,3.108736,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22123,3.112496,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22125,0.038479,45.0,45.0,0.0,1.0,73.0,1.0,73.0
22128,0.006993,45.0,45.0,0.0,1.0,73.0,1.0,73.0
22130,3.093226,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22131,0.022239,48.0,48.0,0.0,1.0,76.0,1.0,76.0
22134,3.142931,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22136,3.136191,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22137,3.150191,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22141,3.099962,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22142,3.11172,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22149,0.209105,0.0,0.0,0.0,1.0,40.0,1.0,40.0
22153,3.088518,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22154,3.12498,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22156,3.150198,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22157,3.120961,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22160,3.158494,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22167,3.105239,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22170,0.234996,0.0,0.0,0.0,4.0,216.0,2.0,112.0
22171,0.003495,48.0,48.0,0.0,1.0,76.0,1.0,76.0
22172,300.143431,292.0,775.0,0.0,8.0,632.0,6.0,1027.0
22173,3.083492,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22174,3.097762,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22179,3.139945,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22180,3.141523,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22181,3.097782,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22182,3.145428,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22183,3.118776,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22188,3.134712,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22190,3.013784,60.0,0.0,0.0,2.0,116.0,0.0,0.0
22194,3.131443,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22195,3.133458,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22198,3.116944,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22199,3.140214,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22200,0.3308239999999999,96.0,96.0,0.0,2.0,152.0,2.0,152.0
22201,0.00298,48.0,48.0,0.0,1.0,76.0,1.0,76.0
22202,5.047619,96.0,48.0,0.0,2.0,152.0,1.0,76.0
22205,3.118967,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22206,3.123437,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22208,3.142719,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22209,3.125473,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22210,3.080512,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22211,3.142435,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22215,3.126227,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22218,3.120517,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22220,3.082714,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22221,3.115976,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22222,3.139459,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22225,3.122762,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22227,3.148927,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22228,3.118218,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22229,3.158659,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22231,3.092989,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22232,3.098041,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22234,3.124002,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22236,3.102974,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22238,3.150498,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22241,3.125759,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22243,3.157954,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22246,3.081471,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22248,3.125968,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22250,3.156485,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22251,3.151746,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22253,3.081524,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22256,0.142665,48.0,48.0,0.0,1.0,76.0,1.0,76.0
22258,0.302074,0.0,0.0,0.0,1.0,60.0,1.0,40.0
22259,3.15901,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22260,3.139186,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22263,3.133695,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22266,3.080251,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22267,0.010994,43.0,90.0,0.0,1.0,71.0,1.0,118.0
22270,3.097033,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22273,5.004152,78.0,0.0,0.0,2.0,134.0,0.0,0.0
22276,0.01151,0.0,0.0,0.0,4.0,172.0,2.0,92.0
22277,0.017477,560.0,560.0,0.0,10.0,840.0,10.0,840.0
22280,3.127756,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22281,3.124959,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22283,3.081546,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22287,3.092529,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22288,2.062331,67.0,233.0,0.0,8.0,511.0,7.0,605.0
22290,3.158762,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22292,3.131203,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22293,3.085528,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22296,3.089964,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22304,0.0064909999999999,96.0,96.0,0.0,2.0,152.0,2.0,152.0
22305,3.099461,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22306,3.108524,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22307,3.138952,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22309,0.00825,29.0,45.0,0.0,1.0,57.0,1.0,73.0
22310,3.124933,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22311,3.091717,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22313,3.153418,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22314,3.086504,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22319,3.095007,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22321,10.042508,288.0,288.0,0.0,6.0,456.0,6.0,456.0
22324,3.113513,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22325,3.156431,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22330,3.119968,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22336,3.136498,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22337,3.133265,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22340,3.108027,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22341,3.100197,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22344,3.124737,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22347,3.102259,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22348,3.081015,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22349,3.099986,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22355,3.082731,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22357,3.122742,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22358,3.134005,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22360,3.153968,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22363,3.137251,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22364,1.426434,0.0,0.0,0.0,1.0,40.0,1.0,40.0
22370,3.103214,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22371,3.123472,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22374,3.112205,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22377,3.154464,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22379,3.115711,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22380,3.116967,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22384,3.132945,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22385,3.13042,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22386,3.139687,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22387,3.112491,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22388,0.003496,45.0,45.0,0.0,1.0,73.0,1.0,73.0
22389,3.152946,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22390,3.102967,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22393,3.093213,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22394,3.138489,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22395,68.975784,742.0,0.0,0.0,7.0,938.0,0.0,0.0
22396,3.112755,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22397,3.137214,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22398,3.142508,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22399,3.102703,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22400,3.115994,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22401,3.15848,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22402,3.104481,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22404,3.136694,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22405,3.144432,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22406,3.12375,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22407,3.154435,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22408,3.118712,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22411,3.090217,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22412,3.117733,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22415,5.043101,78.0,103.0,0.0,2.0,134.0,1.0,131.0
22419,1.078136,67.0,233.0,0.0,7.0,439.0,6.0,553.0
22420,3.10121,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22424,1.015428,52.0,124.0,0.0,5.0,320.0,4.0,328.0
22425,3.104012,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22427,0.074203,0.0,0.0,0.0,1.0,40.0,1.0,40.0
22428,3.098484,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22429,5.001906,78.0,0.0,0.0,2.0,134.0,0.0,0.0
22432,3.149951,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22434,0.01397,40.0,56.0,0.0,1.0,68.0,1.0,84.0
22437,3.09646,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22439,3.136952,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22440,3.118231,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22441,3.145205,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22443,0.245414,0.0,0.0,0.0,4.0,216.0,2.0,112.0
22451,3.148973,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22453,3.122953,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22454,3.115997,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22455,0.242231,157.0,371.0,0.0,4.0,337.0,4.0,539.0
22457,3.094479,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22460,3.086481,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22462,3.107999,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22463,3.131741,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22464,3.135934,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22465,3.089275,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22466,3.128995,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22468,3.79209,0.0,0.0,0.0,1.0,40.0,1.0,40.0
22469,3.154753,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22471,3.090736,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22477,3.141467,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22480,3.154681,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22483,32.994706,318.0,0.0,0.0,3.0,402.0,0.0,0.0
22484,3.092465,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22487,3.126251,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22489,3.158473,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22492,0.003738,29.0,45.0,0.0,1.0,57.0,1.0,73.0
22493,59.957043,3000.0,0.0,0.0,10.0,3280.0,0.0,0.0
22494,3.084483,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22495,3.103447,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22496,3.106748,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22499,1.075637,67.0,233.0,0.0,7.0,439.0,6.0,553.0
22500,3.131218,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22501,3.10773,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22502,3.084031,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22503,3.14444,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22504,3.093561,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22505,0.050713,45.0,45.0,0.0,1.0,73.0,1.0,73.0
22507,3.121504,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22508,3.101475,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22511,83.035648,268.0,0.0,0.0,4.0,380.0,0.0,0.0
22512,3.141245,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22518,3.159253,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22520,3.126757,0.0,0.0,0.0,3.0,180.0,0.0,0.0
22522,3.117192,0.0,0.0,0.0,3.0,180.0,0.0,0.0
